id,timestamp,likesCount,postUrl,commentUrl,source_file,ownerUsername,text
7627686641172169479,2026-04-12T02:00:04.000Z,366,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7627686641172169479,scraping_tiktok,iniakunanakbaik,ai nya ai banget🤭
7627787432171471617,2026-04-12T08:31:12.000Z,7,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7627787432171471617,scraping_tiktok,meysa.khairani67,tag sppg kalian
7643671916243632916,2026-05-25T03:51:26.000Z,1,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7643671916243632916,scraping_tiktok,nitadian94_,banyak kali klengkengnya.. tempatku cuma 3 4
7643713830614532880,2026-05-25T06:33:39.000Z,0,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7643713830614532880,scraping_tiktok,racunby.soraa,kelengkengnya banyak bangettt disini 3
7628942532055270165,2026-04-15T11:13:33.000Z,0,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7628942532055270165,scraping_tiktok,komang.rista6,11111
7636980973083853575,2026-05-07T03:06:54.000Z,1,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7636980973083853575,scraping_tiktok,samuel.willy0,pokoknyaa tagg
7627163595647271697,2026-04-10T16:10:22.000Z,7,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7627163595647271697,scraping_tiktok,mbunnyaumi,ini mbg anak TK loh ☺️
7641751257498174229,2026-05-19T23:46:21.000Z,0,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7641751257498174229,scraping_tiktok,user9200682048755,MBG TAG GORENG KENTANG GORENG TUMIS BROSOKOLI JUGUNG KELENGKENG CRISPY CHICKEN STEAK SAUS BARBEQUE SEKOLAH SMP
7639932632822072082,2026-05-15T02:00:44.000Z,0,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7639932632822072082,scraping_tiktok,mairamupp,[Sticker] sppg gw ditag bilek:
7641816813979075336,2026-05-20T03:52:24.000Z,0,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125,https://www.tiktok.com/@sppgsrkkarimunting/video/7626943348158287125?commentId=7641816813979075336,scraping_tiktok,wasoftspoken35,kak kok enak²🥰
